filename;width;height;class;xmin;ymin;xmax;ymax
043_97815641979b701e25dd10787d832b93_jpg.rf.f92573d563ef68a0a6281391727501ff.jpg;416;416;aircraft;64;90;366;249
044_58059fe87762cdd4d48ae567b1c491fe_jpg.rf.f9977f75b6f4bd8049510a1971c0c824.jpg;416;416;aircraft;136;97;231;164
045_55ed3cfde4786e030f0e1b4327f9177b_jpg.rf.f9a5cdc951850d449d103c52b859b77f.jpg;416;416;aircraft;163;139;298;224
046_e511decc1e28e3f1c41ec70ba86110f5_jpg.rf.f9182662e737bac31ac28024063711d3.jpg;416;416;aircraft;278;109;300;120
047_e511decc1e28e3f1c41ec70ba86110f5_jpg.rf.f9182662e737bac31ac28024063711d3.jpg;416;416;aircraft;270;118;277;122
048_e511decc1e28e3f1c41ec70ba86110f5_jpg.rf.f9182662e737bac31ac28024063711d3.jpg;416;416;aircraft;327;103;336;108
049_a0bf2bf134ead3bd2f02e7db36cb6c8a_jpg.rf.f972ffc353270616e65bf3164178bf50.jpg;416;416;aircraft;35;115;401;291
050_9768cc523bb8f410f1e856cf434939d6_jpg.rf.f8da9c696ee3d3500deaa16a71a67588.jpg;416;416;aircraft;38;17;357;272
051_9768cc523bb8f410f1e856cf434939d6_jpg.rf.f8da9c696ee3d3500deaa16a71a67588.jpg;416;416;aircraft;227;193;319;261
052_4dd427c5d9e905bbc6a63e41f5a031dd_jpg.rf.f8fc7713e75a31bcb4343ddb8cec4a41.jpg;416;416;aircraft;71;30;390;198
053_b469801ee4b5b542613544c8e462ba6d_jpg.rf.f9db27e28ef7a9544f4e67ba2f63e639.jpg;416;416;aircraft;18;263;388;323
054_3d7235a36bb1bb55ab30389d7dff2585_jpg.rf.f9ccceb74949d54c64e75812bde2d309.jpg;416;416;aircraft;46;111;290;245
055_c7e1fecdbb9ea038019afb3577688a38_jpg.rf.f8f9a791b99704227cdb9e693e8aa545.jpg;416;416;aircraft;270;151;399;321
056_c7e1fecdbb9ea038019afb3577688a38_jpg.rf.f8f9a791b99704227cdb9e693e8aa545.jpg;416;416;aircraft;73;79;126;117
057_c7e1fecdbb9ea038019afb3577688a38_jpg.rf.f8f9a791b99704227cdb9e693e8aa545.jpg;416;416;aircraft;75;43;107;65
058_a0d1839d5f054cca696252fa54381eea_jpg.rf.fa037e1b179c2e655d7db28be8f5de05.jpg;416;416;aircraft;85;133;153;196
059_8da074bcd94dd2b3087d86dc1ee2bde1_jpg.rf.f9f149125825c161d537b88dab69cec9.jpg;416;416;aircraft;125;175;243;272
060_4a06250919ddab8ac0b11916dc6c7203_jpg.rf.fa2347c6df13e04ab10614cacbb6b933.jpg;416;416;aircraft;10;0;407;367
061_ad49030adab002305eb1977b36074dd9_jpg.rf.f9e28fa3a4f66ce5117f75a59a5deb81.jpg;416;416;aircraft;150;185;289;246
062_ad49030adab002305eb1977b36074dd9_jpg.rf.f9e28fa3a4f66ce5117f75a59a5deb81.jpg;416;416;aircraft;380;74;413;88
063_ad49030adab002305eb1977b36074dd9_jpg.rf.f9e28fa3a4f66ce5117f75a59a5deb81.jpg;416;416;aircraft;338;2;395;25
064_d0719f560f2670598f57143970e12806_jpg.rf.fa007e47b755180782fd152ac3c699ec.jpg;416;416;aircraft;269;6;330;75
065_07dba76a00d1a44dbff4c9940d21978e_jpg.rf.f9a11bc30ba5f79bce38917082b8733f.jpg;416;416;aircraft;0;59;292;373
066_f1e04794045e3ff0cc167826cf438937_jpg.rf.f94ca9a5695127c876dd50ca1a031f03.jpg;416;416;aircraft;208;171;387;264
067_2a0181255cd9ea104321e02e31b48e69_jpg.rf.f9ff98009ff54243cebafeef80e72092.jpg;416;416;aircraft;41;217;311;293
068_2a0181255cd9ea104321e02e31b48e69_jpg.rf.f9ff98009ff54243cebafeef80e72092.jpg;416;416;aircraft;74;187;312;251
069_2a0181255cd9ea104321e02e31b48e69_jpg.rf.f9ff98009ff54243cebafeef80e72092.jpg;416;416;aircraft;105;158;314;214
070_2a0181255cd9ea104321e02e31b48e69_jpg.rf.f9ff98009ff54243cebafeef80e72092.jpg;416;416;aircraft;129;138;318;185
071_2a0181255cd9ea104321e02e31b48e69_jpg.rf.f9ff98009ff54243cebafeef80e72092.jpg;416;416;aircraft;147;119;315;160
072_2a0181255cd9ea104321e02e31b48e69_jpg.rf.f9ff98009ff54243cebafeef80e72092.jpg;416;416;aircraft;159;107;314;144
073_2a0181255cd9ea104321e02e31b48e69_jpg.rf.f9ff98009ff54243cebafeef80e72092.jpg;416;416;aircraft;174;93;316;127
074_2a0181255cd9ea104321e02e31b48e69_jpg.rf.f9ff98009ff54243cebafeef80e72092.jpg;416;416;aircraft;185;82;316;112
075_2a0181255cd9ea104321e02e31b48e69_jpg.rf.f9ff98009ff54243cebafeef80e72092.jpg;416;416;aircraft;196;71;316;99
076_2a0181255cd9ea104321e02e31b48e69_jpg.rf.f9ff98009ff54243cebafeef80e72092.jpg;416;416;aircraft;207;60;316;86
077_49b5d67a8395f3f04538291fb2e9275a_jpg.rf.f9ac41b4e69c2b10e75156ec7f0e42e8.jpg;416;416;aircraft;24;122;313;293
078_f1ffa4958bc28cf8a9cb279c257ed2ad_jpg.rf.fa49a2f503ea2df0618d0057de68a75c.jpg;416;416;aircraft;234;171;325;203
079_f1ffa4958bc28cf8a9cb279c257ed2ad_jpg.rf.fa49a2f503ea2df0618d0057de68a75c.jpg;416;416;aircraft;152;261;230;334
080_f1ffa4958bc28cf8a9cb279c257ed2ad_jpg.rf.fa49a2f503ea2df0618d0057de68a75c.jpg;416;416;aircraft;54;179;159;229
081_6db1f1cfba7f4b7dad25cfc1ab097ebc_jpg.rf.fab544fc789e6f7770c75f033ae37af0.jpg;416;416;aircraft;15;197;317;392
082_13556cf2022e3d1437dbfa7c7340d553_jpg.rf.fa3797c31d08ea4abc1bee09e186fa7e.jpg;416;416;aircraft;122;263;296;362
083_13556cf2022e3d1437dbfa7c7340d553_jpg.rf.fa3797c31d08ea4abc1bee09e186fa7e.jpg;416;416;aircraft;144;205;221;247
084_13556cf2022e3d1437dbfa7c7340d553_jpg.rf.fa3797c31d08ea4abc1bee09e186fa7e.jpg;416;416;aircraft;83;209;150;242
085_13556cf2022e3d1437dbfa7c7340d553_jpg.rf.fa3797c31d08ea4abc1bee09e186fa7e.jpg;416;416;aircraft;243;217;364;272
086_b0fc0ed4a2d74a8c13f78d31889a296a_jpg.rf.fa4b8851a18f41314c11afcf193ff3d8.jpg;416;416;aircraft;53;255;284;388
087_b0fc0ed4a2d74a8c13f78d31889a296a_jpg.rf.fa4b8851a18f41314c11afcf193ff3d8.jpg;416;416;aircraft;108;50;349;158
088_3dbf1cd0fcb0fdac62530779fffb8124_jpg.rf.fa28aa1b0210b509536dd522c471316e.jpg;416;416;aircraft;214;91;392;291
089_dcc74f62e97001dde127873293ee923d_jpg.rf.f9f3ff1b6baf69786c382a2284a7a350.jpg;416;416;aircraft;22;86;365;415
090_dcc74f62e97001dde127873293ee923d_jpg.rf.f9f3ff1b6baf69786c382a2284a7a350.jpg;416;416;aircraft;111;80;273;118
091_add008b982e75f63b6af27022ea37cfb_jpg.rf.fa8271362f5dc14112bd09f08ace2d98.jpg;416;416;aircraft;366;221;416;289
092_add008b982e75f63b6af27022ea37cfb_jpg.rf.fa8271362f5dc14112bd09f08ace2d98.jpg;416;416;aircraft;288;234;362;317
093_add008b982e75f63b6af27022ea37cfb_jpg.rf.fa8271362f5dc14112bd09f08ace2d98.jpg;416;416;aircraft;177;257;266;369
094_add008b982e75f63b6af27022ea37cfb_jpg.rf.fa8271362f5dc14112bd09f08ace2d98.jpg;416;416;aircraft;192;218;254;280
095_add008b982e75f63b6af27022ea37cfb_jpg.rf.fa8271362f5dc14112bd09f08ace2d98.jpg;416;416;aircraft;78;233;154;319
096_add008b982e75f63b6af27022ea37cfb_jpg.rf.fa8271362f5dc14112bd09f08ace2d98.jpg;416;416;aircraft;28;216;97;290
097_3b169fc9d0e80de710afd1080e3f5fde_jpg.rf.f9dc730813e80e0e593f78287cc6b034.jpg;416;416;aircraft;32;81;397;286
098_7a8167154d471f5597a7e2cefac5face_jpg.rf.fa57c039c5cb8e6f88b2aec519048e64.jpg;416;416;aircraft;176;169;296;236
099_2a1da0caa005c4216badf3da541f635e_jpg.rf.fab9cc1b5964f1e190d031391efeb8cb.jpg;416;416;aircraft;50;41;362;340
100_39c6cd11a6fa7dc81f019099b74cfe50_jpg.rf.fab7b549f4500f179d225c0eca4dccbb.jpg;416;416;aircraft;37;119;249;270
101_39c6cd11a6fa7dc81f019099b74cfe50_jpg.rf.fab7b549f4500f179d225c0eca4dccbb.jpg;416;416;aircraft;122;108;397;276
102_58c5be4b0c25020aa6527e7810c16593_jpg.rf.fa969334c36f6592d2e95d1d2b6b306e.jpg;416;416;aircraft;105;132;321;320
103_e07eca0bdd5405ad983ca0673b2d9108_jpg.rf.faa458f8c260e612d76c01275967231d.jpg;416;416;aircraft;18;184;393;321
104_57f732da65c7d23420885a225e4660e1_jpg.rf.fa2a11c7b1905a79aacacf14e31337fd.jpg;416;416;aircraft;9;105;327;237
105_391908d20a78bad2e94a13fd7f786946_jpg.rf.fa7877c20ba20dec9c4b86611def9af6.jpg;416;416;aircraft;88;87;401;220
106_adfce906c119ff52c7f4436c2d43aead_jpg.rf.fb19ecfe9ee6aace1790acdd8381204f.jpg;416;416;aircraft;8;153;385;273
107_2897da391065c4825bfb847fd37a247d_jpg.rf.fab86d67965ee1a07a0da6b3457f434f.jpg;416;416;aircraft;181;202;271;221
108_75a09a07ca9399801ebcf9babe47c52d_jpg.rf.faccafcde01fa3ac909891bade66d997.jpg;416;416;aircraft;13;187;416;351
109_520eb57a18ba7350b657f021ba343720_jpg.rf.faf139cf78752234f5b26685dbdc4409.jpg;416;416;aircraft;324;198;367;222
110_520eb57a18ba7350b657f021ba343720_jpg.rf.faf139cf78752234f5b26685dbdc4409.jpg;416;416;aircraft;204;151;243;173
111_06c47f77e389d8461799b219559b2c61_jpg.rf.fa4eea5a6c9d32031908a73add37dff8.jpg;416;416;aircraft;63;88;341;334
112_3380ed8785e7dee2fb656e27c3dbccef_jpg.rf.fb3a95e0f0285658960001a78054fabe.jpg;416;416;aircraft;35;67;389;303
113_fe77a4748d3f18c7423526d3474e1318_jpg.rf.fa582b1a4f9084565ec3ab8a366e10e9.jpg;416;416;aircraft;1;131;346;300
114_67a153291e9b778a38fb9ee4b366146e_jpg.rf.fb3916653bb3289d62379d30d8e57414.jpg;416;416;aircraft;24;237;101;272
115_67a153291e9b778a38fb9ee4b366146e_jpg.rf.fb3916653bb3289d62379d30d8e57414.jpg;416;416;aircraft;45;109;396;287
116_bdb449180d851aa7eca4e9bf84bacb79_jpg.rf.fb815a70cbc41b28e8d6c8ba8bec9245.jpg;416;416;aircraft;28;137;386;245
117_08593d91aafced55100efa2f2b043f6a_jpg.rf.fad1c753311bcf4e6dc2daa987119920.jpg;416;416;aircraft;167;186;390;304
118_08593d91aafced55100efa2f2b043f6a_jpg.rf.fad1c753311bcf4e6dc2daa987119920.jpg;416;416;aircraft;18;153;407;303
119_ee588de287cb6c2ceaebe4c534c1ef05_jpg.rf.fbe9bee9098d6805967dbb99e04e081a.jpg;416;416;aircraft;31;196;176;290
120_ee588de287cb6c2ceaebe4c534c1ef05_jpg.rf.fbe9bee9098d6805967dbb99e04e081a.jpg;416;416;aircraft;246;187;397;285
121_221a6dbd55040cdb1f8edbc1ec821713_jpg.rf.fabba0cdf11977c292bc677ef9b5bd7f.jpg;416;416;aircraft;215;244;324;321
122_d0c2a631ea03af7948ab91649c9f75aa_jpg.rf.fb9228ecd441983e968587b9e8ce5c90.jpg;416;416;aircraft;293;276;353;310
123_d0c2a631ea03af7948ab91649c9f75aa_jpg.rf.fb9228ecd441983e968587b9e8ce5c90.jpg;416;416;aircraft;53;140;236;204
124_c2ed88f1c7fc606523d384a59d3dd33f_jpg.rf.fbf25a002ce098339493e77577420a97.jpg;416;416;aircraft;86;118;125;224
125_c2ed88f1c7fc606523d384a59d3dd33f_jpg.rf.fbf25a002ce098339493e77577420a97.jpg;416;416;aircraft;78;160;87;172
126_317172d3c8e0a37f5e832df2298ff2e5_jpg.rf.fb18f4302f15539775564723f939f114.jpg;416;416;aircraft;318;107;327;118
127_317172d3c8e0a37f5e832df2298ff2e5_jpg.rf.fb18f4302f15539775564723f939f114.jpg;416;416;aircraft;77;214;85;225
128_317172d3c8e0a37f5e832df2298ff2e5_jpg.rf.fb18f4302f15539775564723f939f114.jpg;416;416;aircraft;197;244;205;254
129_317172d3c8e0a37f5e832df2298ff2e5_jpg.rf.fb18f4302f15539775564723f939f114.jpg;416;416;aircraft;234;217;242;227
130_317172d3c8e0a37f5e832df2298ff2e5_jpg.rf.fb18f4302f15539775564723f939f114.jpg;416;416;aircraft;229;254;237;265
131_4c3d030a57b799e5809a49fca8bb4130_jpg.rf.fc290695c7efbad2c933201dc4001fca.jpg;416;416;aircraft;133;121;416;250
132_4c3d030a57b799e5809a49fca8bb4130_jpg.rf.fc290695c7efbad2c933201dc4001fca.jpg;416;416;aircraft;34;146;240;234
133_4c3d030a57b799e5809a49fca8bb4130_jpg.rf.fc290695c7efbad2c933201dc4001fca.jpg;416;416;aircraft;1;161;115;226
134_4c3d030a57b799e5809a49fca8bb4130_jpg.rf.fc290695c7efbad2c933201dc4001fca.jpg;416;416;aircraft;1;170;54;221
135_7c06d307288ee3880752a5cc81942302_jpg.rf.fb1ff564a9f5f88cf84071107704d0a5.jpg;416;416;aircraft;293;90;392;325
136_7c06d307288ee3880752a5cc81942302_jpg.rf.fb1ff564a9f5f88cf84071107704d0a5.jpg;416;416;aircraft;26;64;206;316
137_5442d4a88e49e70cabdfbb10ffaee876_jpg.rf.fc3545042422463159cb3d9896594b85.jpg;416;416;aircraft;38;120;71;137
138_5442d4a88e49e70cabdfbb10ffaee876_jpg.rf.fc3545042422463159cb3d9896594b85.jpg;416;416;aircraft;348;201;382;223
139_5442d4a88e49e70cabdfbb10ffaee876_jpg.rf.fc3545042422463159cb3d9896594b85.jpg;416;416;aircraft;200;194;260;224
140_2e3aa85c691a35b617a6d71cb88309f0_jpg.rf.fb355e09852f32e9ed3b83e516eef11f.jpg;416;416;aircraft;39;121;199;151
141_1e3077bb4b6676ce6a8bbd9555d5b6bb_jpg.rf.fb9cf8ede9170a486dd07a594dd6a554.jpg;416;416;aircraft;1;1;381;416
142_0390fd1cbc71c9dc1d08d7141e581eb9_jpg.rf.fc6360e0da0d969f9c2840d20f9bcf28.jpg;416;416;aircraft;299;85;311;91
143_0390fd1cbc71c9dc1d08d7141e581eb9_jpg.rf.fc6360e0da0d969f9c2840d20f9bcf28.jpg;416;416;aircraft;275;62;283;73
144_0390fd1cbc71c9dc1d08d7141e581eb9_jpg.rf.fc6360e0da0d969f9c2840d20f9bcf28.jpg;416;416;aircraft;20;183;286;235
145_0390fd1cbc71c9dc1d08d7141e581eb9_jpg.rf.fc6360e0da0d969f9c2840d20f9bcf28.jpg;416;416;aircraft;270;201;416;233
146_bf42fd8d381f01d1df95a1a75bdf2259_jpg.rf.fc1e0ed5b07487fe7326b67e533bf4ae.jpg;416;416;aircraft;62;119;356;257
147_5e46c534896fdd5b688ef089c0be5e7b_jpg.rf.fcb64d0ccff39cefd9a97509fdd0fd21.jpg;416;416;aircraft;113;151;282;240
148_5e46c534896fdd5b688ef089c0be5e7b_jpg.rf.fcb64d0ccff39cefd9a97509fdd0fd21.jpg;416;416;aircraft;76;180;242;266
149_996ef41698a40f01db5358dcc3f67a24_jpg.rf.fb08327020e6cde3f3798881a844835b.jpg;416;416;aircraft;66;34;76;42
150_996ef41698a40f01db5358dcc3f67a24_jpg.rf.fb08327020e6cde3f3798881a844835b.jpg;416;416;aircraft;101;19;113;29
151_282fb8cee109fe51b8f00f6987c1be7b_jpg.rf.fd0f7482d9ea85cad932fc8ba2b71418.jpg;416;416;aircraft;73;0;415;165
152_7b8db8d9681bac5b089466e6a486b2ea_jpg.rf.fcc4c74e19574d1f53559dc0d217a7b5.jpg;416;416;aircraft;242;159;413;265
153_7b8db8d9681bac5b089466e6a486b2ea_jpg.rf.fcc4c74e19574d1f53559dc0d217a7b5.jpg;416;416;aircraft;134;169;238;239
154_e83da045a53b1c9cfde2158a66600a61_jpg.rf.fc6468d1d56487fbe4a754a26a5e0f9c.jpg;416;416;aircraft;150;166;335;347
155_ac5d627ba72dbf1f1b9d86c1a69cc8c0_jpg.rf.fd0bd7c7f5045eb4099978ef27219601.jpg;416;416;aircraft;65;165;181;211
156_ac5d627ba72dbf1f1b9d86c1a69cc8c0_jpg.rf.fd0bd7c7f5045eb4099978ef27219601.jpg;416;416;aircraft;148;246;243;287
157_ac5d627ba72dbf1f1b9d86c1a69cc8c0_jpg.rf.fd0bd7c7f5045eb4099978ef27219601.jpg;416;416;aircraft;260;258;378;306
158_ac5d627ba72dbf1f1b9d86c1a69cc8c0_jpg.rf.fd0bd7c7f5045eb4099978ef27219601.jpg;416;416;aircraft;216;140;314;177
159_2fe90e5daf193aeb260744e3b5c97205_jpg.rf.fd688f55479ba49dc2fadf26d60187ef.jpg;416;416;aircraft;56;138;185;410
160_2fe90e5daf193aeb260744e3b5c97205_jpg.rf.fd688f55479ba49dc2fadf26d60187ef.jpg;416;416;aircraft;125;13;339;274
161_35277c43d132eb3aa64b33c67536e205_jpg.rf.fd40773569af528a3e1f4ad6536ed484.jpg;416;416;aircraft;0;70;416;369
162_d1800c7902a0e64f3c94f8af96a6d1ff_jpg.rf.fe13a71eeccf5abd0c8a119dbed05658.jpg;416;416;aircraft;1;184;175;361
163_d1800c7902a0e64f3c94f8af96a6d1ff_jpg.rf.fe13a71eeccf5abd0c8a119dbed05658.jpg;416;416;aircraft;88;169;368;354
164_b166684497b32881bd3e8652e6fd1186_jpg.rf.fe2956ffc71d627e1dd04237ed4632bd.jpg;416;416;aircraft;315;143;336;156
165_57242a8f00441ead62a054dacd0ab341_jpg.rf.fc531310eb703adbf9bff0b2ea9a864f.jpg;416;416;aircraft;193;25;357;166
166_08495f9c379ea65a152f42565a8515c6_jpg.rf.fcb5d9d4409d9df4fed671b6fa5d6ce7.jpg;416;416;aircraft;118;251;153;276
167_7310628bd644d56c2d0d6c8998a713fb_jpg.rf.fd60219b3a1d0a866e0bbae3831c12a1.jpg;416;416;aircraft;184;206;235;221
168_5762c266547e3865dbef9ef2c0d8e21b_jpg.rf.fd32dba202cedd6044fe0ce644beea50.jpg;416;416;aircraft;273;127;293;137
169_5762c266547e3865dbef9ef2c0d8e21b_jpg.rf.fd32dba202cedd6044fe0ce644beea50.jpg;416;416;aircraft;1;142;180;228
170_e95856ee25f6dbce9323faad4199ba1a_jpg.rf.fd8e64a045154310fa673faab67292d6.jpg;416;416;aircraft;132;200;287;268
171_e2cd66e03454e92198bd5db751c80531_jpg.rf.fce2162b3fffeb64120abccf97b731c0.jpg;416;416;aircraft;135;163;169;181
172_5ca1228b5f23eae9167d5bd428e0af38_jpg.rf.fdd0e208e3e9540c21ead3f9c4236637.jpg;416;416;aircraft;0;132;416;296
173_dcc93800ebd5110abe180d2041ebd04d_jpg.rf.fde3954038d012981654ae2d3e1459db.jpg;416;416;aircraft;84;199;322;350
174_86e5ab07c248f198acaebd7416509914_jpg.rf.fe6d17966f2c496f98b3637cbc9b7a52.jpg;416;416;aircraft;88;104;375;261
175_a1c4ea85d244d37de1576c51f5a7e8b0_jpg.rf.fe6a924230a97649ebf7ce8e42d8d8d7.jpg;416;416;aircraft;315;178;396;213
176_a1c4ea85d244d37de1576c51f5a7e8b0_jpg.rf.fe6a924230a97649ebf7ce8e42d8d8d7.jpg;416;416;aircraft;278;165;333;190
177_fd9afb59c92eb177150af8cee1478996_jpg.rf.fc91d294c74728112accc8b46cf8ebd5.jpg;416;416;aircraft;152;205;232;236
178_34300e9687476a462b4732fcf16f2fb3_jpg.rf.fe4f845255609a4db0d696ce99c2d7af.jpg;416;416;aircraft;151;137;251;206
179_c0dc422af90574d7bbf0f209e9661be1_jpg.rf.fe140449a378d983922f202caea9d539.jpg;416;416;aircraft;118;56;342;329
180_5581b372f6362e766dfdab14fb3be481_jpg.rf.feb44b4107908972b5038efb02bc796a.jpg;416;416;aircraft;5;6;416;393
181_b91cc8b82c21959e1da85c70e2c858a2_jpg.rf.fee8792ed63851f383585e114c092446.jpg;416;416;aircraft;0;73;414;415
182_8dffa62e0afb86b7919879f6ca461b97_jpg.rf.feee61d0ac9b6ae3e39cbffd6f8b21b8.jpg;416;416;aircraft;67;120;297;297
183_57d87a890f6016b5aa6cd36ba74767fd_jpg.rf.fdef7aab99ba4e3a435078fc93c78f53.jpg;416;416;aircraft;95;256;179;301
184_be5aa60bbc63312ef4793a80c6c8a1ea_jpg.rf.fc96028f9f7a145c4b4d75d8417c32c5.jpg;416;416;aircraft;165;141;270;200
185_5cba67029b6a3985954a3afd80890be5_jpg.rf.ff1d4b2f6ad8d90bd865242e8231823a.jpg;416;416;aircraft;205;71;359;234
186_ceca3d3f3982552f63e71290c749af25_jpg.rf.ff1ac267818e5ab97950f9af3b211063.jpg;416;416;aircraft;1;70;416;394
187_887027704d620c8b31a9ac862a00b898_jpg.rf.feeb23ff95ab678e54d054e6cac42b1c.jpg;416;416;aircraft;0;1;416;247
188_887027704d620c8b31a9ac862a00b898_jpg.rf.feeb23ff95ab678e54d054e6cac42b1c.jpg;416;416;aircraft;222;188;309;409
