000_filename;width;height;class;xmin;ymin;xmax;ymax
060_1798848d1536963912-mercedes-unimogs-india-img_20170617_201707870_hdr_jpg.rf.3fa15e59a256069900795f69ed69b6a9.jpg;4160;2340;Tank;2333;639;4043;2062
061_images197-1-_jpg.rf.415bc000db20e66746826efa7c5109f0.jpg;288;175;Tank;77;44;282;149
062_120312_6606_jpg.rf.4190ff8d65eb951bcf9af8fd70bd3266.jpg;740;492;Tank;329;205;717;442
063_120312_6606_jpg.rf.4190ff8d65eb951bcf9af8fd70bd3266.jpg;740;492;Tank;138;228;393;364
064_120312_6606_jpg.rf.4190ff8d65eb951bcf9af8fd70bd3266.jpg;740;492;Tank;123;277;198;323
065_ecf0da35832f5aa3712cdf198706d2dc-realistic-cakes-tank-cake_jpg.rf.41126d459518f3f36f2ee4b2fef7a117.jpg;236;236;Tank;14;49;209;195
066_images218-2-_jpg.rf.40e4a4e059b240c93214d527236dbd4c.jpg;300;168;Tank;13;4;290;160
067_t90-main-battle-tank-russia_7_jpg.rf.4318c41b5137c21554720558146c635e.jpg;800;550;Tank;21;121;759;509
068_maxresdefault12_jpg.rf.42301821d55cd3d340be47ded7889bfb.jpg;1280;720;Tank;25;104;1008;554
069_tank-61-_jpg.rf.42e9b2d8325cafea39d069540a78b4c7.jpg;640;640;Tank;29;89;548;530
070_113388238-desert-gray-old-military-tank-top-down-view_jpg.rf.4212350b07557be9e9be1f441240ba09.jpg;1300;970;Tank;30;266;1276;730
071_images1-1-_jpg.rf.417971bd3550338fab6c845db6436d2d.jpg;214;236;Tank;65;161;186;216
072_picture-288-_jpg.rf.4054b6a05a2c4c64959289cf16cb4061.jpg;640;640;Tank;39;77;567;615
073_picture-560-_jpg.rf.4322f25a86cc727958697ff08b55111b.jpg;640;640;Tank;33;86;594;502
074_picture-649-_jpg.rf.4324a78c4c1f4b1efadb1c0ff9db7c21.jpg;640;640;Tank;381;109;621;339
075_picture-649-_jpg.rf.4324a78c4c1f4b1efadb1c0ff9db7c21.jpg;640;640;Tank;101;286;473;577
076_picture-649-_jpg.rf.4324a78c4c1f4b1efadb1c0ff9db7c21.jpg;640;640;Tank;3;129;149;367
077_picture-649-_jpg.rf.4324a78c4c1f4b1efadb1c0ff9db7c21.jpg;640;640;Tank;176;131;423;326
078_images53-2-_jpg.rf.43991815a026571527f95275922973cd.jpg;225;224;Tank;16;6;207;203
079_sideup-9-_noised_png_jpg.rf.441f0dbbef2cf46cb969a72f41395310.jpg;640;640;Tank;140;128;436;510
080_homepage-3_jpg.rf.44019b6ef431a882c6273fe632be852e.jpg;837;400;Tank;42;50;743;369
081_images353-1-_jpg.rf.441c07ca4551d2c38ee463c1fddee8b6.jpg;284;177;Tank;80;27;166;104
082_images353-1-_jpg.rf.441c07ca4551d2c38ee463c1fddee8b6.jpg;284;177;Tank;125;47;266;142
083_tank-63-_jpg.rf.43c00845a68195c9aed44c0e90fa70bf.jpg;640;640;Tank;81;147;549;509
084_images494_jpg.rf.432a22f792d1e1c3f7ea8dcb2120467c.jpg;315;160;Tank;61;19;259;135
085_images412-1-_jpg.rf.43c0e631b05af6883c5d005a9045e776.jpg;289;174;Tank;6;38;80;92
086_images77-2-_jpg.rf.43ecee605cfbb1212da17a02d1c73357.jpg;265;190;Tank;31;46;240;165
087_picture-353-_jpg.rf.4462ab327cdf2ec553d709362cd431cc.jpg;640;640;Tank;312;518;523;640
088_images207-10-_jpg.rf.44754f9dc02d9e9acbfd9b35a4e402a8.jpg;314;161;Tank;8;26;307;116
089_sideup-43-_rotated_png_jpg.rf.4471856ca7d1ad61fdb3ac766cbad4ff.jpg;640;640;Tank;240;352;534;547
090_tdih-sept06-HD_jpg.rf.42a8d56d38fbaa8aa6af7b73532e8dd8.jpg;1920;1080;Tank;539;326;1756;986
091_army-tank-bccl-1_jpg.rf.43fc30b476776f25205a1929799cbd38.jpg;1200;900;Tank;441;416;1188;827
092_army-tank-bccl-1_jpg.rf.43fc30b476776f25205a1929799cbd38.jpg;1200;900;Tank;8;423;411;736
093_images10_jpg.rf.440084c899af4c784b6d1d807093e813.jpg;189;267;Tank;94;71;166;189
094_images10_jpg.rf.440084c899af4c784b6d1d807093e813.jpg;189;267;Tank;18;185;119;261
095_images80-1-_jpg.rf.44339012c471c41bddaf22e281672961.jpg;299;169;Tank;130;67;262;150
096_image5-1-_jpg.rf.4494a9ef7a4e23ee9729a6150296cf4f.jpg;104;104;Tank;1;18;103;97
097_images465_jpg.rf.44ee97a688b8cb51d74d01d43a70f788.jpg;259;194;Tank;28;12;231;179
098_may-9-2015-tank-t-14-armata-heading-toward-red-square-to-participate-at-the-victory-parade-view-from-above-T1WY1A_jpg.rf.44df95a324652462d6fcbee104d294e2.jpg;866;1390;Tank;176;76;710;949
099_images463_jpg.rf.44fcb9b40d22a5d7cc2d943fc1c23649.jpg;308;164;Tank;41;19;274;153
100_images477_jpg.rf.4573c08bfb798f5d978cad3281085f03.jpg;282;179;Tank;6;24;250;164
101_gkocxgp3vyelwuyngced_jpg.rf.45495c5206ffba64798af96a5e49f1e8.jpg;800;450;Tank;214;14;658;360
102_images284-2-_jpg.rf.4583ce12261499556a86083d4a2bc94e.jpg;328;154;Tank;46;6;322;149
103_download-11-_jpg.rf.4643566f02f036f2d18b0a5ba96175b0.jpg;640;640;Tank;23;78;619;561
104_images287-2-_jpg.rf.45bb8c2a55c166cb56eafd27bc3cf52e.jpg;300;168;Tank;60;42;294;165
105_images287-2-_jpg.rf.45bb8c2a55c166cb56eafd27bc3cf52e.jpg;300;168;Tank;3;28;57;117
106_picture-363-_jpg.rf.45409f9efd3217c4218c41296e1f40dd.jpg;640;640;Tank;327;221;364;262
107_picture-363-_jpg.rf.45409f9efd3217c4218c41296e1f40dd.jpg;640;640;Tank;233;126;271;155
108_picture-363-_jpg.rf.45409f9efd3217c4218c41296e1f40dd.jpg;640;640;Tank;382;128;397;151
109_sci-fi-tank-science-fiction-Xor3yP8-600_jpg.rf.45669513b326fb4e841e2678870dc177.jpg;600;600;Tank;67;123;517;480
110_71LqWwkZOYL-_SX425__jpg.rf.4577445641838b82471911ccc031acdc.jpg;425;425;Tank;35;76;370;295
111_images81-1-_jpg.rf.46be7102ceac6d4cfe1f24a760778e85.jpg;259;194;Tank;5;57;150;146
112_images81-1-_jpg.rf.46be7102ceac6d4cfe1f24a760778e85.jpg;259;194;Tank;156;89;251;167
113_images211-4-_jpg.rf.4522420500f50fe3ad003395bd8fc513.jpg;280;180;Tank;52;118;241;176
114_images334-2-_jpg.rf.46c1e9f3ac39834f30c225ed5bc089bf.jpg;274;184;Tank;8;67;264;175
115_images608_jpg.rf.459b5e1e7c96701b9917bf4bff59e10b.jpg;299;168;Tank;67;69;252;162
116_images84-1-_jpg.rf.4721262d29c04ffc709b537a9474f295.jpg;225;225;Tank;62;83;171;145
117_images84-1-_jpg.rf.4721262d29c04ffc709b537a9474f295.jpg;225;225;Tank;64;146;175;198
118_4c6045e70408b0ac44d1d451754ced42_jpg.rf.4753878ce941e083607e19e8643c49a7.jpg;2048;1536;Tank;117;179;1824;1420
119_images450_jpg.rf.455aaed2fd33ce7a61ac7de5441e13c2.jpg;222;227;Tank;4;9;196;221
120_picture-308-_jpg.rf.476d0e1dd584d8b8695c624fffb944e2.jpg;640;640;Tank;288;56;375;104
121_picture-308-_jpg.rf.476d0e1dd584d8b8695c624fffb944e2.jpg;640;640;Tank;492;111;579;162
122_picture-308-_jpg.rf.476d0e1dd584d8b8695c624fffb944e2.jpg;640;640;Tank;489;438;627;530
123_picture-308-_jpg.rf.476d0e1dd584d8b8695c624fffb944e2.jpg;640;640;Tank;246;537;409;637
124_picture-308-_jpg.rf.476d0e1dd584d8b8695c624fffb944e2.jpg;640;640;Tank;20;337;129;415
125_images541_jpg.rf.4708409c0e5839377822554bf2b9204d.jpg;271;186;Tank;7;12;239;173
126_images234-2-_jpg.rf.47bba5d3b927c9e3e2ad52a60c6f84b0.jpg;275;184;Tank;13;63;258;140
127_images234-2-_jpg.rf.47bba5d3b927c9e3e2ad52a60c6f84b0.jpg;275;184;Tank;38;46;128;81
128_images234-2-_jpg.rf.47bba5d3b927c9e3e2ad52a60c6f84b0.jpg;275;184;Tank;112;39;197;63
129_images210-1-_jpg.rf.47a84198d5dd9b6cb6570d9b711d2774.jpg;226;223;Tank;29;95;217;182
130_image34_jpg.rf.47b4b3e4139cb247f6ab8702b10c0081.jpg;298;169;Tank;3;12;296;159
131_picture-784-_jpg.rf.47cbf3428be2e6fe37718cd2b13f9931.jpg;640;640;Tank;322;288;471;388
132_picture-784-_jpg.rf.47cbf3428be2e6fe37718cd2b13f9931.jpg;640;640;Tank;396;342;552;445
133_picture-784-_jpg.rf.47cbf3428be2e6fe37718cd2b13f9931.jpg;640;640;Tank;264;214;399;319
134_picture-573-_jpg.rf.46dd81e9dc8eda0607a58d0ed493bcff.jpg;640;640;Tank;148;85;234;553
135_picture-573-_jpg.rf.46dd81e9dc8eda0607a58d0ed493bcff.jpg;640;640;Tank;286;94;362;569
136_picture-573-_jpg.rf.46dd81e9dc8eda0607a58d0ed493bcff.jpg;640;640;Tank;413;102;493;558
137_picture-573-_jpg.rf.46dd81e9dc8eda0607a58d0ed493bcff.jpg;640;640;Tank;543;205;618;565
138_picture-573-_jpg.rf.46dd81e9dc8eda0607a58d0ed493bcff.jpg;640;640;Tank;14;200;91;562
139_gettyimages-123197909_jpg.rf.47c1a60d252187293a623bc6d33556c2.jpg;2500;1495;Tank;959;764;2219;1241
140_148387-gadgets-feature-the-best-tanks-and-armoured-fighting-vehicles-of-all-time-image10-7swehcfqho_jpg.rf.47e35e9e4715fd643bbd2769d916e0da.jpg;320;213;Tank;12;109;149;188
141_download-14-_jpg.rf.4645b53e2c7677278e48c5d2861e2b51.jpg;640;640;Tank;229;235;348;363
142_images322-1-_jpg.rf.47aeccf12b7a4b0323f90504f019c336.jpg;275;183;Tank;28;67;190;146
143_image39_jpg.rf.4685f69f68dbd1ea852c4f2cb56c56f3.jpg;301;168;Tank;8;31;293;150
144_0b28dfae627833f2697dddd956d57558-panzer-iv-military-tank_jpg.rf.480eda37696610e4d43ea2349e2ae13b.jpg;235;179;Tank;18;27;222;122
145_1200px-Decisive_Action_Rotation_13-04_130218-A-ML570-001-1-_jpg.rf.482322f00a90d42ee7b10343a458700f.jpg;1200;800;Tank;29;71;1039;725
146_picture-309-_jpg.rf.481ef47ca2f9e43876774c05967157cb.jpg;640;640;Tank;290;52;378;105
147_picture-309-_jpg.rf.481ef47ca2f9e43876774c05967157cb.jpg;640;640;Tank;491;104;582;161
148_picture-309-_jpg.rf.481ef47ca2f9e43876774c05967157cb.jpg;640;640;Tank;9;337;128;413
149_picture-309-_jpg.rf.481ef47ca2f9e43876774c05967157cb.jpg;640;640;Tank;490;436;623;526
150_picture-309-_jpg.rf.481ef47ca2f9e43876774c05967157cb.jpg;640;640;Tank;245;536;410;626
151_images116-4-_jpg.rf.489bcc41e01f5c3dc6a0959b966fb56c.jpg;225;225;Tank;1;36;199;189
152_images262-1-_jpg.rf.4823b26da5379f035e226b02ad0b36eb.jpg;300;168;Tank;28;46;295;121
153_tank-26-_jpg.rf.49390c706c5e5eaea1d16efdfe620d4c.jpg;640;640;Tank;4;141;624;610
154_images8-1-_jpg.rf.4967ed78833fc03102405fe6726b43e6.jpg;275;183;Tank;86;61;229;146
155_images354-1-_jpg.rf.47a604b7d4815391b2d703033bfe9b27.jpg;259;194;Tank;13;32;112;123
156_tank-38-_jpg.rf.48a1a0a92bab617f63cfd12ddcc8d3a3.jpg;640;640;Tank;159;133;534;529
157_images168-1-_jpg.rf.48a12ed5cb6b8f369fa7eceaa3389ba4.jpg;257;196;Tank;14;67;244;185
158_sideup-2-_inverted_png_jpg.rf.49b4ad143bc544b3710b37d480645ed0.jpg;640;640;Tank;29;98;549;540
159_images503_jpg.rf.499762f4e9579a1d2cde444e2174b489.jpg;273;185;Tank;10;18;246;161
160_images179-1-_jpg.rf.4aae6becbf843bbbc874236c78791531.jpg;260;194;Tank;11;51;248;152
161_images622_jpg.rf.4acd5594777c872056a81bb5171b87b2.jpg;275;183;Tank;1;16;244;169
162_images622_jpg.rf.4acd5594777c872056a81bb5171b87b2.jpg;275;183;Tank;3;52;49;118
163_picture-315-_jpg.rf.494268b096944629305dd66b44a9498a.jpg;640;640;Tank;245;502;350;605
164_M1A1-Abrams-battle-tanks-desert-US-1st-February-1991_jpg.rf.49f9d5b23782be91baf6dfe314390b1c.jpg;1600;1074;Tank;80;336;274;748
165_M1A1-Abrams-battle-tanks-desert-US-1st-February-1991_jpg.rf.49f9d5b23782be91baf6dfe314390b1c.jpg;1600;1074;Tank;524;435;694;636
166_M1A1-Abrams-battle-tanks-desert-US-1st-February-1991_jpg.rf.49f9d5b23782be91baf6dfe314390b1c.jpg;1600;1074;Tank;346;464;424;631
167_M1A1-Abrams-battle-tanks-desert-US-1st-February-1991_jpg.rf.49f9d5b23782be91baf6dfe314390b1c.jpg;1600;1074;Tank;939;312;1322;698
168_picture-682-_jpg.rf.4a3e2c3b8f7a11d0b4c76b4b22806740.jpg;640;640;Tank;179;102;369;210
169_picture-682-_jpg.rf.4a3e2c3b8f7a11d0b4c76b4b22806740.jpg;640;640;Tank;128;346;516;606
170_sideup-23-_jpg.rf.4b188e0c7b60152caccb7f087957bc04.jpg;640;640;Tank;208;247;452;534
171_images4-1-_jpg.rf.4ada4362480eec070819c55c25e337cf.jpg;281;179;Tank;41;62;246;143
172_images350-1-_jpg.rf.49cbee239207e670ca1d5a63bbd559c5.jpg;288;175;Tank;12;12;267;165
173_leclerc_jpg.rf.4b4c8802278852d4feb7838d3da27cd2.jpg;600;400;Tank;27;36;536;369
174_images-16-_jpg.rf.49e9d22d1308cf1ecd9f2d7a432b9192.jpg;640;640;Tank;278;163;366;323
175_images-16-_jpg.rf.49e9d22d1308cf1ecd9f2d7a432b9192.jpg;640;640;Tank;200;431;275;588
176_images-16-_jpg.rf.49e9d22d1308cf1ecd9f2d7a432b9192.jpg;640;640;Tank;465;0;512;52
177_images264-2-_jpg.rf.497867d86ed0c0d391cba0ed46a7a119.jpg;275;183;Tank;82;24;153;85
178_images264-2-_jpg.rf.497867d86ed0c0d391cba0ed46a7a119.jpg;275;183;Tank;81;82;150;136
179_images264-2-_jpg.rf.497867d86ed0c0d391cba0ed46a7a119.jpg;275;183;Tank;133;112;199;170
180_picture-466-_jpg.rf.4b145f0f443e2e72f54fdd5b9d811181.jpg;640;640;Tank;202;434;272;509
181_maxresdefault8_jpg.rf.4c25bfdc9d9747db4d016e30de3cdca9.jpg;1280;720;Tank;334;323;634;557
182_images204-1-_jpg.rf.48190baa3e1a1c07fc69bd8cdf71eb53.jpg;231;218;Tank;5;136;127;186
183_images204-1-_jpg.rf.48190baa3e1a1c07fc69bd8cdf71eb53.jpg;231;218;Tank;141;94;215;209
184_images60-1-_jpg.rf.4ad4250fd29a1ed7bc9cfeba1714d96b.jpg;275;183;Tank;21;36;241;161
185_sideup-8-_rotated_png_jpg.rf.4c4d19f6dbefa28f7f3aeaa86eded85a.jpg;640;640;Tank;426;394;625;554
186_picture-341-_jpg.rf.4c981b33f78b7e49525aa17b5c7e29a0.jpg;640;640;Tank;100;532;146;585
187_picture-341-_jpg.rf.4c981b33f78b7e49525aa17b5c7e29a0.jpg;640;640;Tank;138;486;180;532
188_picture-341-_jpg.rf.4c981b33f78b7e49525aa17b5c7e29a0.jpg;640;640;Tank;161;451;206;496
189_picture-341-_jpg.rf.4c981b33f78b7e49525aa17b5c7e29a0.jpg;640;640;Tank;211;397;250;443
190_picture-341-_jpg.rf.4c981b33f78b7e49525aa17b5c7e29a0.jpg;640;640;Tank;271;347;311;380
191_picture-341-_jpg.rf.4c981b33f78b7e49525aa17b5c7e29a0.jpg;640;640;Tank;315;312;350;347
192_sideup-17-_rotated_png_jpg.rf.4c6ca745309183c48467ce5c2515d564.jpg;640;640;Tank;18;67;639;634
193_picture-30-_jpg.rf.4adffcbe3293aa8e91b815413e842c17.jpg;640;640;Tank;364;47;526;230
194_picture-30-_jpg.rf.4adffcbe3293aa8e91b815413e842c17.jpg;640;640;Tank;241;246;572;623
195_picture-30-_jpg.rf.4adffcbe3293aa8e91b815413e842c17.jpg;640;640;Tank;291;126;354;193
196_picture-30-_jpg.rf.4adffcbe3293aa8e91b815413e842c17.jpg;640;640;Tank;213;114;268;174
197_picture-30-_jpg.rf.4adffcbe3293aa8e91b815413e842c17.jpg;640;640;Tank;164;100;212;161
198_1_ms_1_jpg.rf.4d3aa3927e58c3d78b5e2ab6dcaa0f93.jpg;746;477;Tank;460;147;725;463
199_1_ms_1_jpg.rf.4d3aa3927e58c3d78b5e2ab6dcaa0f93.jpg;746;477;Tank;200;167;409;395
200_1_ms_1_jpg.rf.4d3aa3927e58c3d78b5e2ab6dcaa0f93.jpg;746;477;Tank;74;186;211;363
201_1_ms_1_jpg.rf.4d3aa3927e58c3d78b5e2ab6dcaa0f93.jpg;746;477;Tank;2;209;72;336
202_images38-1-_jpg.rf.4d7f57b1cacdb27d9ba9867faf830d75.jpg;259;194;Tank;31;21;231;170
203_images322_jpg.rf.4cf1c2704c43eba3d51376c7cc31dc63.jpg;299;168;Tank;67;56;220;134
204_images322_jpg.rf.4cf1c2704c43eba3d51376c7cc31dc63.jpg;299;168;Tank;237;73;290;120
205_images322_jpg.rf.4cf1c2704c43eba3d51376c7cc31dc63.jpg;299;168;Tank;202;58;237;82
206_FRG_Leo2A5_2JPG_jpg.rf.4c9eeb5fe0ef13921fdbeb3770df7812.jpg;376;251;Tank;212;34;327;168
207_FRG_Leo2A5_2JPG_jpg.rf.4c9eeb5fe0ef13921fdbeb3770df7812.jpg;376;251;Tank;49;86;198;227
208_images142-1-_jpg.rf.4d1b88a663e34b15b21dfb26826ec0c9.jpg;259;194;Tank;34;34;218;139
209_upper-1-_noised_png_jpg.rf.4d97bd3a33cdaeca631ed96e579dc304.jpg;640;640;Tank;57;163;551;450
210_images474_jpg.rf.4bcdd960ec93201af7f2f663e29a099e.jpg;277;182;Tank;8;8;248;172
211_D738_1_016_0004_600_jpg.rf.4c4cd3793364ddda338a53cde9feea84.jpg;600;338;Tank;92;16;556;329
212_images206-2-_jpg.rf.4c52a911ca76da93a634383dec928675.jpg;250;202;Tank;5;57;243;155
213_T5520in20Armourgeddon20Museum_jpg.rf.4e1b22205f1a45a45a423e192aaabd1b.jpg;418;313;Tank;18;84;399;305
214_33104cea755b444fcad6cadf5eee2d13_jpg.rf.49ddaddd95af6cd9c658aa982df45637.jpg;860;645;Tank;185;13;673;586
215_IMG_20221208_130957_jpg.rf.4e22e46a65f7841bdd067a5559fbdbc2.jpg;640;640;Tank;220;181;433;510
216_images575_jpg.rf.4e2b350abaff08de6478c7ea813614c9.jpg;275;184;Tank;27;1;245;175
217_Tankim_mp4-48_jpg.rf.4de71e84a0d469d3f6ab3dee90b93c8f.jpg;640;640;Tank;233;201;387;355
218_picture-12-_JPG_jpg.rf.4ecabe7f3a767debc428b9007d492d1b.jpg;640;640;Tank;0;425;64;504
219_picture-12-_JPG_jpg.rf.4ecabe7f3a767debc428b9007d492d1b.jpg;640;640;Tank;283;477;391;571
220_picture-12-_JPG_jpg.rf.4ecabe7f3a767debc428b9007d492d1b.jpg;640;640;Tank;149;420;247;497
221_picture-12-_JPG_jpg.rf.4ecabe7f3a767debc428b9007d492d1b.jpg;640;640;Tank;79;377;145;441
222_picture-12-_JPG_jpg.rf.4ecabe7f3a767debc428b9007d492d1b.jpg;640;640;Tank;78;486;167;583
223_picture-12-_JPG_jpg.rf.4ecabe7f3a767debc428b9007d492d1b.jpg;640;640;Tank;152;341;210;394
224_picture-12-_JPG_jpg.rf.4ecabe7f3a767debc428b9007d492d1b.jpg;640;640;Tank;204;571;323;640
225_picture-12-_JPG_jpg.rf.4ecabe7f3a767debc428b9007d492d1b.jpg;640;640;Tank;344;419;437;489
226_picture-12-_JPG_jpg.rf.4ecabe7f3a767debc428b9007d492d1b.jpg;640;640;Tank;236;368;305;439
227_B0pmFbx_jpg.rf.501cea07595bffe1c430b9aeeb4ca810.jpg;1300;844;Tank;38;191;1006;769
228_download-14-_jpg.rf.4eb6efafc008f92e99920bc1a8aff9cc.jpg;640;640;Tank;293;235;411;363
229_1391360424loadout_abramsm1a1_jpg.rf.501d7f7fc2cec7e558a7741b1a7ea41d.jpg;550;433;Tank;24;24;533;185
